Date (Tarih) ,Temperature (Sıcaklık) (°C) ,Dew Point (Çiğ Noktası) (°C) ,Humidity (Nem) % ,Wind Speed (Rüzgar Hızı) (mph) ,Pressure (Basınç) (in) ,Wind (Rüzgar Yönü) ,Condition (Durum)
2016-04-05   ,13.68                       ,1.9                          ,           51.17 ,                          7.17 ,                 29.58 ,Kuzeydoğu          ,Açık
2016-04-06   ,15.58                       ,3.44                         ,           45.56 ,                          6.6  ,                 29.52 ,Kuzeydoğu          ,Açık
2016-04-07   ,17.95                       ,5.41                         ,           45.96 ,                          6.27 ,                 29.54 ,Kuzeydoğu          ,Açık
2016-04-08   ,18.73                       ,9.26                         ,           54.88 ,                          7.31 ,                 29.4  ,Kuzeydoğu          ,Açık
2016-04-09   ,20.3                        ,10.33                        ,           54.54 ,                          6.7  ,                 29.29 ,Kuzeydoğu          ,Açık
2016-04-10   ,17.82                       ,11.84                        ,           68.31 ,                          9.61 ,                 29.32 ,Güneybatı          ,Çoğunlukla Bulutlu
2016-04-11   ,16.06                       ,9.51                         ,           66.26 ,                          6.08 ,                 29.38 ,Batı               ,Açık
2016-04-12   ,14.28                       ,10.8                         ,           79.58 ,                          5.96 ,                 29.54 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2016-04-13   ,15.54                       ,10.36                        ,           73.41 ,                          5.12 ,                 29.59 ,Batı-Güneybatı     ,Açık
2016-04-14   ,19.35                       ,9.93                         ,           55.98 ,                          7.27 ,                 29.45 ,Batı-Güneybatı     ,Açık
2016-04-15   ,19.28                       ,9.63                         ,           54.0  ,                         10.4  ,                 29.52 ,Batı               ,Açık
2016-04-16   ,18.97                       ,7.44                         ,           51.15 ,                          5.52 ,                 29.73 ,Kuzeydoğu          ,Açık
2016-04-17   ,19.77                       ,7.86                         ,           48.89 ,                          6.93 ,                 29.73 ,Batı-Güneybatı     ,Açık
2016-04-18   ,21.36                       ,8.72                         ,           46.12 ,                          4.77 ,                 29.74 ,Güneybatı          ,Açık
2016-04-19   ,22.98                       ,9.82                         ,           44.94 ,                          4.29 ,                 29.62 ,Değişken           ,Açık
2016-04-20   ,19.38                       ,10.04                        ,           57.86 ,                         13.6  ,                 29.56 ,Kuzeydoğu-Kuzey    ,Açık
2016-04-21   ,12.15                       ,4.8                          ,           63.59 ,                          9.86 ,                 29.94 ,Kuzeydoğu-Kuzey    ,Açık
2016-04-22   ,14.16                       ,1.24                         ,           43.48 ,                          5.96 ,                 29.78 ,Kuzeydoğu          ,Açık
2016-04-23   ,16.08                       ,6.39                         ,           55.0  ,                          4.48 ,                 29.5  ,Değişken           ,Açık
2016-04-24   ,17.69                       ,9.22                         ,           58.96 ,                          7.57 ,                 29.23 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2016-04-25   ,16.62                       ,11.18                        ,           70.61 ,                         10.19 ,                 29.21 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2016-04-26   ,13.99                       ,8.56                         ,           71.31 ,                          8.25 ,                 29.31 ,Batı               ,Açık
2016-04-27   ,13.1                        ,4.8                          ,           60.15 ,                          5.04 ,                 29.66 ,Değişken           ,Açık
2016-04-28   ,14.77                       ,6.8                          ,           61.1  ,                          6.25 ,                 29.7  ,Kuzeydoğu          ,Açık
2016-04-29   ,15.31                       ,5.16                         ,           52.94 ,                          8.83 ,                 29.7  ,Kuzeydoğu          ,Açık
2016-04-30   ,14.32                       ,8.91                         ,           72.31 ,                         14.1  ,                 29.7  ,Kuzeydoğu-Kuzey    ,Açık
2016-05-01   ,13.4                        ,9.44                         ,           78.31 ,                         14.96 ,                 29.7  ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-05-02   ,14.48                       ,11.03                        ,           80.17 ,                          9.98 ,                 29.56 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-05-03   ,15.97                       ,12.33                        ,           80.17 ,                          6.77 ,                 29.36 ,Güneydoğu          ,Çoğunlukla Bulutlu
2016-05-04   ,13.88                       ,9.75                         ,           77.29 ,                          8.12 ,                 29.35 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2016-05-05   ,13.75                       ,10.09                        ,           78.43 ,                          7.55 ,                 29.46 ,Batı-Güneybatı     ,Parçalı Bulutlu
2016-05-06   ,14.02                       ,10.3                         ,           78.65 ,                          7.65 ,                 29.55 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-05-07   ,14.03                       ,9.09                         ,           75.04 ,                          7.22 ,                 29.64 ,Kuzeydoğu          ,Açık
2016-05-08   ,15.8                        ,9.77                         ,           70.21 ,                          9.35 ,                 29.69 ,Kuzeydoğu-Kuzey    ,Açık
2016-05-09   ,15.85                       ,11.69                        ,           76.58 ,                         13.08 ,                 29.74 ,Kuzeydoğu-Kuzey    ,Açık
2016-05-10   ,15.01                       ,10.79                        ,           75.88 ,                          8.38 ,                 29.71 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2016-05-11   ,16.43                       ,11.01                        ,           72.92 ,                          5.48 ,                 29.63 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2016-05-12   ,20.89                       ,11.73                        ,           57.14 ,                          4.86 ,                 29.42 ,Değişken           ,Çoğunlukla Bulutlu
2016-05-13   ,22.39                       ,15.96                        ,           67.89 ,                          8.52 ,                 29.3  ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2016-05-14   ,23.32                       ,12.82                        ,           53.46 ,                         13.25 ,                 29.4  ,Batı-Güneybatı     ,Açık
2016-05-15   ,22.46                       ,12.68                        ,           56.27 ,                         12.08 ,                 29.48 ,Batı-Güneybatı     ,Açık
2016-05-16   ,20.36                       ,13.48                        ,           67.1  ,                          7.94 ,                 29.56 ,Güneybatı          ,Parçalı Bulutlu
2016-05-17   ,16.13                       ,11.25                        ,           73.78 ,                         14.0  ,                 29.61 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-05-18   ,15.52                       ,9.27                         ,           68.52 ,                          9.73 ,                 29.64 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-05-19   ,17.0                        ,6.67                         ,           55.0  ,                          4.96 ,                 29.68 ,Değişken           ,Açık
2016-05-20   ,19.82                       ,6.14                         ,           42.21 ,                          5.96 ,                 29.65 ,Değişken           ,Açık
2016-05-21   ,18.9                        ,10.33                        ,           59.61 ,                         11.59 ,                 29.59 ,Kuzeydoğu-Kuzey    ,Açık
2016-05-22   ,16.06                       ,13.63                        ,           86.43 ,                         15.69 ,                 29.58 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-05-23   ,16.79                       ,12.18                        ,           74.48 ,                          5.54 ,                 29.61 ,Güneybatı          ,Çoğunlukla Bulutlu
2016-05-24   ,20.1                        ,12.24                        ,           63.15 ,                          5.73 ,                 29.49 ,Güney              ,Açık
2016-05-25   ,19.5                        ,11.2                         ,           60.8  ,                         11.72 ,                 29.33 ,Batı               ,Parçalı Bulutlu
2016-05-26   ,17.39                       ,12.76                        ,           75.33 ,                          9.44 ,                 29.41 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2016-05-27   ,15.86                       ,13.76                        ,           88.56 ,                          5.95 ,                 29.56 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2016-05-28   ,16.88                       ,13.99                        ,           84.47 ,                          5.36 ,                 29.65 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2016-05-29   ,20.21                       ,13.89                        ,           70.0  ,                          7.21 ,                 29.6  ,Güneybatı          ,Parçalı Bulutlu
2016-05-30   ,23.4                        ,14.33                        ,           58.33 ,                          6.69 ,                 29.53 ,Batı-Güneybatı     ,Açık
2016-05-31   ,25.03                       ,14.56                        ,           54.04 ,                          8.27 ,                 29.51 ,Batı               ,Açık
2016-06-01   ,23.77                       ,17.3                         ,           68.17 ,                          6.88 ,                 29.61 ,Güneybatı          ,Açık
2016-06-02   ,25.71                       ,15.02                        ,           54.17 ,                          7.52 ,                 29.5  ,Güneybatı          ,Açık
2016-06-03   ,20.96                       ,16.89                        ,           78.52 ,                         11.86 ,                 29.41 ,Kuzeydoğu-Kuzey    ,Açık
2016-06-04   ,20.07                       ,16.0                         ,           78.24 ,                          7.55 ,                 29.47 ,Batı-Güneybatı     ,Açık
2016-06-05   ,20.02                       ,15.75                        ,           77.49 ,                          8.45 ,                 29.59 ,Kuzeydoğu-Kuzey    ,Açık
2016-06-06   ,20.95                       ,13.52                        ,           65.33 ,                          7.58 ,                 29.56 ,Kuzeydoğu-Kuzey    ,Açık
2016-06-07   ,18.77                       ,14.52                        ,           76.43 ,                          9.25 ,                 29.65 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-06-08   ,16.54                       ,9.42                         ,           64.31 ,                         13.15 ,                 29.72 ,Kuzeydoğu          ,Parçalı Bulutlu
2016-06-09   ,16.83                       ,9.31                         ,           63.5  ,                         11.1  ,                 29.63 ,Kuzeydoğu-Kuzey    ,Açık
2016-06-10   ,18.44                       ,11.75                        ,           66.19 ,                         11.73 ,                 29.57 ,Kuzeydoğu-Kuzey    ,Açık
2016-06-11   ,19.53                       ,9.65                         ,           57.17 ,                          6.44 ,                 29.62 ,Güneybatı          ,Açık
2016-06-12   ,24.05                       ,8.03                         ,           37.21 ,                          4.52 ,                 29.57 ,Batı-Güneybatı     ,Açık
2016-06-13   ,25.01                       ,10.36                        ,           42.92 ,                          5.12 ,                 29.37 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2016-06-14   ,21.79                       ,14.64                        ,           65.34 ,                          7.33 ,                 29.29 ,Güney              ,Çoğunlukla Bulutlu
2016-06-15   ,22.05                       ,16.06                        ,           70.96 ,                          8.31 ,                 29.37 ,Batı-Güneybatı     ,Açık
2016-06-16   ,24.66                       ,16.18                        ,           60.52 ,                          6.08 ,                 29.61 ,Güneybatı          ,Açık
2016-06-17   ,26.46                       ,15.23                        ,           50.79 ,                          6.88 ,                 29.71 ,Kuzeydoğu          ,Açık
2016-06-18   ,26.64                       ,14.56                        ,           49.02 ,                          8.38 ,                 29.65 ,Kuzeydoğu-Kuzey    ,Açık
2016-06-19   ,25.28                       ,18.43                        ,           67.27 ,                         13.06 ,                 29.59 ,Kuzeydoğu          ,Açık
2016-06-20   ,26.12                       ,19.93                        ,           70.9  ,                         12.62 ,                 29.65 ,Kuzeydoğu-Kuzey    ,Açık
2016-06-21   ,27.01                       ,19.64                        ,           66.46 ,                         17.38 ,                 29.69 ,Kuzeydoğu          ,Açık
2016-06-22   ,25.68                       ,21.6                         ,           78.44 ,                         14.73 ,                 29.67 ,Kuzeydoğu-Kuzey    ,Açık
2016-06-23   ,25.85                       ,21.41                        ,           76.69 ,                         14.9  ,                 29.65 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-06-24   ,26.74                       ,20.4                         ,           70.33 ,                         17.94 ,                 29.63 ,Kuzeydoğu          ,Açık
2016-06-25   ,25.69                       ,20.01                        ,           72.12 ,                         18.6  ,                 29.56 ,Kuzeydoğu          ,Açık
2016-06-26   ,25.2                        ,21.5                         ,           79.7  ,                         14.06 ,                 29.48 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-06-27   ,25.02                       ,20.81                        ,           77.77 ,                          7.56 ,                 29.47 ,Güneybatı          ,Çoğunlukla Bulutlu
2016-06-28   ,24.72                       ,20.23                        ,           76.43 ,                          7.44 ,                 29.43 ,Kuzey              ,Parçalı Bulutlu
2016-06-29   ,23.43                       ,18.91                        ,           76.94 ,                          8.37 ,                 29.49 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-06-30   ,22.5                        ,20.2                         ,           87.09 ,                          4.58 ,                 29.6  ,Değişken           ,Çoğunlukla Bulutlu
2016-07-01   ,24.77                       ,19.71                        ,           75.48 ,                          6.46 ,                 29.65 ,Kuzeydoğu          ,Açık
2016-07-02   ,25.14                       ,20.37                        ,           76.88 ,                          9.71 ,                 29.59 ,Kuzeydoğu-Kuzey    ,Açık
2016-07-03   ,25.14                       ,20.69                        ,           77.12 ,                         10.65 ,                 29.51 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-07-04   ,25.67                       ,20.57                        ,           74.94 ,                         13.02 ,                 29.55 ,Kuzeydoğu-Kuzey    ,Açık
2016-07-05   ,23.6                        ,20.1                         ,           80.76 ,                         12.31 ,                 29.61 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-07-06   ,23.15                       ,16.32                        ,           67.62 ,                         10.21 ,                 29.57 ,Kuzeydoğu-Kuzey    ,Açık
2016-07-07   ,23.85                       ,19.03                        ,           75.73 ,                         10.52 ,                 29.54 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-07-08   ,23.73                       ,15.79                        ,           63.88 ,                         14.65 ,                 29.71 ,Kuzeydoğu          ,Açık
2016-07-09   ,22.16                       ,14.56                        ,           63.31 ,                         12.25 ,                 29.66 ,Kuzeydoğu          ,Açık
2016-07-10   ,22.3                        ,15.73                        ,           67.23 ,                          9.58 ,                 29.64 ,Kuzeydoğu          ,Açık
2016-07-11   ,22.78                       ,15.56                        ,           65.46 ,                         12.52 ,                 29.69 ,Kuzeydoğu          ,Açık
2016-07-12   ,23.84                       ,17.95                        ,           70.58 ,                         15.4  ,                 29.61 ,Kuzeydoğu          ,Açık
2016-07-13   ,24.6                        ,19.93                        ,           76.19 ,                          9.94 ,                 29.53 ,Kuzeydoğu-Kuzey    ,Açık
2016-07-14   ,25.01                       ,19.93                        ,           74.6  ,                          8.38 ,                 29.47 ,Kuzeydoğu-Kuzey    ,Açık
2016-07-15   ,24.19                       ,18.95                        ,           75.08 ,                         10.7  ,                 29.45 ,Kuzeydoğu-Kuzey    ,Açık
2016-07-16   ,26.84                       ,20.52                        ,           69.98 ,                         10.83 ,                 29.43 ,Kuzeydoğu-Kuzey    ,Açık
2016-07-17   ,25.71                       ,21.22                        ,           76.67 ,                          7.63 ,                 29.42 ,Kuzeydoğu-Kuzey    ,Açık
2016-07-18   ,24.68                       ,18.46                        ,           69.04 ,                         11.65 ,                 29.48 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-07-19   ,23.33                       ,16.29                        ,           66.12 ,                         12.88 ,                 29.54 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-07-20   ,22.33                       ,15.86                        ,           67.06 ,                         13.21 ,                 29.56 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-07-21   ,23.16                       ,14.29                        ,           60.25 ,                         11.71 ,                 29.61 ,Kuzeydoğu          ,Açık
2016-07-22   ,23.98                       ,12.55                        ,           52.98 ,                          9.0  ,                 29.66 ,Kuzeydoğu          ,Açık
2016-07-23   ,24.83                       ,11.12                        ,           44.69 ,                         10.67 ,                 29.64 ,Kuzeydoğu          ,Açık
2016-07-24   ,25.45                       ,15.32                        ,           57.6  ,                         11.46 ,                 29.6  ,Kuzeydoğu          ,Açık
2016-07-25   ,24.97                       ,18.1                         ,           67.98 ,                         14.71 ,                 29.57 ,Kuzeydoğu          ,Açık
2016-07-26   ,25.01                       ,18.39                        ,           68.65 ,                         16.94 ,                 29.53 ,Kuzeydoğu          ,Açık
2016-07-27   ,24.88                       ,19.31                        ,           72.79 ,                         14.92 ,                 29.54 ,Kuzeydoğu          ,Açık
2016-07-28   ,25.78                       ,19.72                        ,           71.46 ,                         15.85 ,                 29.55 ,Kuzeydoğu          ,Açık
2016-07-29   ,25.96                       ,19.35                        ,           69.75 ,                         16.23 ,                 29.49 ,Kuzeydoğu          ,Açık / Rüzgarlı
2016-07-30   ,25.8                        ,20.36                        ,           74.04 ,                         11.31 ,                 29.51 ,Kuzeydoğu-Kuzey    ,Açık
2016-07-31   ,25.91                       ,19.88                        ,           73.1  ,                         12.22 ,                 29.55 ,Kuzeydoğu-Kuzey    ,Açık
2016-08-01   ,26.59                       ,21.75                        ,           75.58 ,                         12.98 ,                 29.5  ,Kuzeydoğu-Kuzey    ,Açık
2016-08-02   ,26.06                       ,22.01                        ,           79.42 ,                          8.33 ,                 29.48 ,Kuzeydoğu-Kuzey    ,Açık
2016-08-03   ,26.62                       ,21.24                        ,           73.06 ,                         11.42 ,                 29.5  ,Kuzey              ,Parçalı Bulutlu
2016-08-04   ,26.34                       ,21.21                        ,           74.15 ,                         14.58 ,                 29.56 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-08-05   ,26.75                       ,21.05                        ,           72.52 ,                         15.98 ,                 29.54 ,Kuzeydoğu          ,Açık
2016-08-06   ,26.75                       ,20.84                        ,           72.17 ,                         13.81 ,                 29.54 ,Kuzeydoğu          ,Açık
2016-08-07   ,26.94                       ,21.95                        ,           76.37 ,                          9.06 ,                 29.57 ,Kuzeydoğu-Kuzey    ,Açık
2016-08-08   ,27.0                        ,22.21                        ,           77.21 ,                         14.6  ,                 29.6  ,Kuzeydoğu-Kuzey    ,Açık
2016-08-09   ,27.2                        ,22.14                        ,           75.12 ,                         16.98 ,                 29.5  ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-08-10   ,27.42                       ,22.28                        ,           75.06 ,                         14.65 ,                 29.47 ,Kuzeydoğu          ,Parçalı Bulutlu
2016-08-11   ,27.32                       ,21.34                        ,           72.6  ,                         12.96 ,                 29.5  ,Kuzeydoğu-Kuzey    ,Açık
2016-08-12   ,25.62                       ,20.02                        ,           72.24 ,                         17.35 ,                 29.56 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-08-13   ,21.42                       ,16.94                        ,           76.33 ,                         18.92 ,                 29.72 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-08-14   ,22.75                       ,12.35                        ,           52.56 ,                         15.35 ,                 29.79 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2016-08-15   ,22.07                       ,13.82                        ,           61.62 ,                         14.85 ,                 29.71 ,Kuzeydoğu          ,Açık
2016-08-16   ,23.35                       ,16.28                        ,           65.85 ,                         11.92 ,                 29.6  ,Kuzeydoğu          ,Açık
2016-08-17   ,24.03                       ,17.26                        ,           67.38 ,                         11.19 ,                 29.54 ,Kuzeydoğu          ,Açık
2016-08-18   ,25.21                       ,17.56                        ,           65.96 ,                         12.75 ,                 29.5  ,Kuzeydoğu          ,Açık
2016-08-19   ,25.58                       ,20.3                         ,           74.17 ,                         15.71 ,                 29.49 ,Kuzeydoğu-Kuzey    ,Açık
2016-08-20   ,25.79                       ,21.23                        ,           76.33 ,                         14.56 ,                 29.55 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-08-21   ,26.08                       ,21.92                        ,           77.82 ,                         11.28 ,                 29.56 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-08-22   ,26.07                       ,21.57                        ,           77.04 ,                          7.82 ,                 29.53 ,Batı-Güneybatı     ,Açık
2016-08-23   ,25.21                       ,20.84                        ,           76.81 ,                         10.54 ,                 29.58 ,Kuzey              ,Açık
2016-08-24   ,24.4                        ,20.65                        ,           79.5  ,                         11.15 ,                 29.6  ,Kuzey              ,Çoğunlukla Bulutlu
2016-08-25   ,23.48                       ,20.41                        ,           82.84 ,                         13.15 ,                 29.61 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-08-26   ,23.45                       ,17.58                        ,           70.83 ,                         11.96 ,                 29.68 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-08-27   ,23.37                       ,17.89                        ,           73.33 ,                         10.73 ,                 29.7  ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-08-28   ,23.26                       ,17.43                        ,           71.58 ,                          7.73 ,                 29.66 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-08-29   ,23.22                       ,18.29                        ,           75.48 ,                          5.62 ,                 29.59 ,Kuzeydoğu-Kuzey    ,Açık
2016-08-30   ,23.45                       ,18.46                        ,           75.61 ,                          4.94 ,                 29.6  ,Kuzeydoğu-Kuzey    ,Açık
2016-08-31   ,23.4                        ,19.07                        ,           78.12 ,                          8.45 ,                 29.69 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-09-01   ,22.79                       ,14.71                        ,           62.25 ,                          9.58 ,                 29.74 ,Kuzeydoğu-Kuzey    ,Açık
2016-09-02   ,22.37                       ,15.28                        ,           65.15 ,                         11.0  ,                 29.61 ,Kuzeydoğu          ,Parçalı Bulutlu
2016-09-03   ,21.87                       ,15.09                        ,           66.02 ,                         10.39 ,                 29.59 ,Kuzeydoğu          ,Açık
2016-09-04   ,22.69                       ,16.27                        ,           68.31 ,                         11.51 ,                 29.65 ,Kuzeydoğu          ,Açık
2016-09-05   ,22.81                       ,16.95                        ,           70.74 ,                          6.74 ,                 29.6  ,Kuzeydoğu-Kuzey    ,Açık
2016-09-06   ,24.32                       ,16.47                        ,           64.27 ,                          8.4  ,                 29.59 ,Kuzeydoğu-Kuzey    ,Açık
2016-09-07   ,24.61                       ,19.95                        ,           76.52 ,                         13.56 ,                 29.68 ,Kuzeydoğu          ,Açık
2016-09-08   ,24.13                       ,18.46                        ,           72.48 ,                         10.62 ,                 29.61 ,Kuzeydoğu-Kuzey    ,Açık
2016-09-09   ,23.89                       ,18.32                        ,           73.15 ,                         11.94 ,                 29.6  ,Kuzeydoğu          ,Açık
2016-09-10   ,23.62                       ,16.6                         ,           67.88 ,                         16.31 ,                 29.62 ,Kuzeydoğu          ,Açık
2016-09-11   ,23.21                       ,17.67                        ,           72.71 ,                         15.71 ,                 29.61 ,Kuzeydoğu          ,Açık
2016-09-12   ,22.85                       ,17.38                        ,           72.27 ,                         14.27 ,                 29.64 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2016-09-13   ,22.31                       ,14.62                        ,           62.79 ,                         12.77 ,                 29.6  ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-09-14   ,21.33                       ,14.95                        ,           68.98 ,                          6.56 ,                 29.56 ,Kuzeydoğu-Kuzey    ,Açık
2016-09-15   ,21.98                       ,15.18                        ,           68.52 ,                          9.15 ,                 29.64 ,Kuzeydoğu          ,Açık
2016-09-16   ,21.22                       ,14.07                        ,           65.81 ,                          8.0  ,                 29.71 ,Kuzeydoğu-Kuzey    ,Açık
2016-09-17   ,22.18                       ,12.63                        ,           57.02 ,                          3.31 ,                 29.66 ,Rüzgarsız          ,Açık
2016-09-18   ,26.12                       ,11.21                        ,           40.9  ,                          2.65 ,                 29.54 ,Rüzgarsız          ,Açık
2016-09-19   ,26.18                       ,14.67                        ,           51.04 ,                          5.65 ,                 29.4  ,Rüzgarsız          ,Açık
2016-09-20   ,22.57                       ,16.91                        ,           70.92 ,                         12.38 ,                 29.35 ,Güneybatı          ,Çoğunlukla Bulutlu
2016-09-21   ,16.47                       ,14.13                        ,           87.06 ,                         10.04 ,                 29.58 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-09-22   ,15.79                       ,12.65                        ,           82.51 ,                          8.59 ,                 29.67 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-09-23   ,15.32                       ,9.69                         ,           70.33 ,                          7.58 ,                 29.85 ,Kuzey              ,Çoğunlukla Bulutlu
2016-09-24   ,15.64                       ,9.91                         ,           69.84 ,                          5.1  ,                 29.93 ,Kuzeydoğu          ,Parçalı Bulutlu
2016-09-25   ,16.59                       ,10.12                        ,           67.0  ,                          8.31 ,                 29.75 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-09-26   ,17.12                       ,11.71                        ,           71.75 ,                         10.06 ,                 29.71 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-09-27   ,15.99                       ,12.22                        ,           78.65 ,                         10.37 ,                 29.81 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-09-28   ,17.01                       ,11.79                        ,           72.76 ,                          6.84 ,                 29.97 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-09-29   ,17.94                       ,10.06                        ,           61.98 ,                          4.38 ,                 29.91 ,Değişken           ,Açık
2016-09-30   ,18.98                       ,10.65                        ,           60.48 ,                          6.15 ,                 29.81 ,Kuzeydoğu          ,Açık
2016-10-01   ,20.59                       ,13.9                         ,           68.31 ,                         10.06 ,                 29.69 ,Kuzeydoğu-Kuzey    ,Açık
2016-10-02   ,19.17                       ,15.5                         ,           80.59 ,                          6.73 ,                 29.7  ,Kuzeydoğu-Kuzey    ,Açık
2016-10-03   ,18.66                       ,14.99                        ,           80.65 ,                          6.94 ,                 29.68 ,Kuzeydoğu          ,Açık
2016-10-04   ,19.74                       ,15.72                        ,           78.9  ,                          9.61 ,                 29.61 ,Kuzeydoğu-Kuzey    ,Açık
2016-10-05   ,16.19                       ,13.27                        ,           83.36 ,                         11.12 ,                 29.6  ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-10-06   ,16.96                       ,12.37                        ,           74.46 ,                         10.77 ,                 29.7  ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-10-07   ,17.98                       ,13.67                        ,           77.61 ,                          3.71 ,                 29.66 ,Rüzgarsız          ,Açık
2016-10-08   ,18.17                       ,13.05                        ,           72.61 ,                         12.31 ,                 29.56 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2016-10-09   ,16.56                       ,12.01                        ,           74.11 ,                          9.53 ,                 29.79 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-10-10   ,17.07                       ,11.75                        ,           71.42 ,                         10.38 ,                 29.75 ,Kuzeydoğu          ,Açık
2016-10-11   ,19.32                       ,12.86                        ,           69.06 ,                          3.06 ,                 29.58 ,Değişken           ,Açık
2016-10-12   ,21.54                       ,14.93                        ,           67.53 ,                          7.94 ,                 29.43 ,Batı               ,Çoğunlukla Bulutlu
2016-10-13   ,17.38                       ,12.79                        ,           75.5  ,                          8.86 ,                 29.66 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-10-14   ,14.33                       ,9.44                         ,           74.23 ,                         10.92 ,                 29.85 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-10-15   ,14.04                       ,8.18                         ,           69.27 ,                          7.96 ,                 29.91 ,Kuzeydoğu          ,Parçalı Bulutlu
2016-10-16   ,15.72                       ,10.6                         ,           72.62 ,                         10.06 ,                 29.81 ,Kuzeydoğu-Kuzey    ,Açık
2016-10-17   ,13.8                        ,10.84                        ,           82.71 ,                         15.38 ,                 29.89 ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2016-10-18   ,11.23                       ,7.43                         ,           78.25 ,                         11.29 ,                 29.95 ,Kuzeydoğu-Doğu     ,Çoğunlukla Bulutlu
2016-10-19   ,12.24                       ,6.16                         ,           67.46 ,                          6.71 ,                 29.82 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-10-20   ,12.74                       ,8.51                         ,           76.0  ,                          6.46 ,                 29.8  ,Kuzeydoğu          ,Açık
2016-10-21   ,15.06                       ,11.16                        ,           78.4  ,                         11.71 ,                 29.73 ,Kuzeydoğu-Kuzey    ,Açık
2016-10-22   ,15.92                       ,11.97                        ,           78.18 ,                          4.47 ,                 29.72 ,Kuzeydoğu          ,Açık
2016-10-23   ,16.88                       ,14.23                        ,           85.45 ,                          8.08 ,                 29.79 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-10-24   ,15.69                       ,12.06                        ,           79.71 ,                         14.0  ,                 29.93 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-10-25   ,13.64                       ,9.09                         ,           74.94 ,                         12.49 ,                 29.98 ,Kuzeydoğu-Kuzey    ,Açık
